"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"545084","21829","DINOSAUR KEYRINGS ASSORTED",72,"2/28/2011 10:55",0.21,12458,"Switzerland"
"547563","22568","FELTCRAFT CUSHION OWL",4,"3/24/2011 8:56",3.75,15651,"United Kingdom"
"552714","84946","ANTIQUE SILVER T-LIGHT GLASS",12,"5/11/2011 9:28",1.25,17164,"United Kingdom"
"563360","23112","PARISIENNE CURIO CABINET",2,"8/15/2011 15:06",7.5,15023,"United Kingdom"
"573866","84519A","TOMATO CHARLIE+LOLA COASTER SET",24,"11/1/2011 12:06",1.25,17495,"United Kingdom"
"569229","23399","HOME SWEET HOME HANGING HEART",2,"10/2/2011 14:56",0.85,14502,"United Kingdom"
"568165","22508","DOORSTOP RETROSPOT HEART",4,"9/25/2011 12:42",3.75,17131,"United Kingdom"
"547896","22087","PAPER BUNTING WHITE LACE",1,"3/28/2011 11:34",2.95,17841,"United Kingdom"
"537051","22730","ALARM CLOCK BAKELIKE IVORY",1,"12/5/2010 11:12",3.75,15708,"United Kingdom"
"542891","22178","VICTORIAN GLASS HANGING T-LIGHT",96,"2/1/2011 13:26",1.06,16705,"United Kingdom"
"575198","23480","MINI LIGHTS WOODLAND MUSHROOMS",4,"11/9/2011 9:47",3.75,12921,"United Kingdom"
"557975","23201","JUMBO BAG ALPHABET",20,"6/24/2011 10:33",2.08,15981,"United Kingdom"
"578068","23506","MINI PLAYING CARDS SPACEBOY ",1,"11/22/2011 15:45",0.42,14505,"United Kingdom"
"573579","23157","SET OF 6 NATIVITY MAGNETS ",1,"10/31/2011 14:19",2.08,15033,"United Kingdom"
"580304","21034","REX CASH+CARRY JUMBO SHOPPER",4,"12/2/2011 14:25",0.95,18055,"United Kingdom"
"579854","23504","PLAYING CARDS JUBILEE UNION JACK",4,"11/30/2011 16:26",1.25,14713,"United Kingdom"
"541842","22906","12 MESSAGE CARDS WITH ENVELOPES",6,"1/23/2011 12:07",1.65,16085,"United Kingdom"
"543978","22271","FELTCRAFT DOLL ROSIE",2,"2/14/2011 15:37",2.95,12867,"United Kingdom"
"554991","22776","SWEETHEART CAKESTAND 3 TIER",1,"5/29/2011 14:03",9.95,14823,"United Kingdom"
"564439","22932","BAKING MOULD TOFFEE CUP CHOCOLATE",2,"8/25/2011 12:12",2.55,12841,"United Kingdom"
"547867","85049C","ROMANTIC PINKS RIBBONS ",2,"3/27/2011 13:56",1.25,13357,"United Kingdom"
"574040","21533","RETROSPOT LARGE MILK JUG",1,"11/2/2011 13:01",4.95,14974,"United Kingdom"
"579124","23355","HOT WATER BOTTLE KEEP CALM",2,"11/28/2011 12:14",4.95,15721,"United Kingdom"
"541670","22424","ENAMEL BREAD BIN CREAM",8,"1/20/2011 12:34",10.95,14911,"EIRE"
"557263","22467","GUMBALL COAT RACK",72,"6/19/2011 11:08",2.1,14646,"Netherlands"
"567376","22193","RED DINER WALL CLOCK",4,"9/20/2011 9:54",8.5,13767,"United Kingdom"
"537243","22866","HAND WARMER SCOTTY DOG DESIGN",12,"12/6/2010 10:19",2.1,16638,"United Kingdom"
"545082","21688","SILVER PLATE CANDLE BOWL SMALL",6,"2/28/2011 10:37",2.95,16992,"United Kingdom"
"567656","22689","DOORMAT MERRY CHRISTMAS RED ",2,"9/21/2011 14:40",16.63,14096,"United Kingdom"
"560287","22729","ALARM CLOCK BAKELIKE ORANGE",1,"7/18/2011 9:49",3.75,13821,"United Kingdom"
"549730","22674","FRENCH TOILET SIGN BLUE METAL",2,"4/11/2011 16:35",1.25,15867,"United Kingdom"
"543641","22645","CERAMIC HEART FAIRY CAKE MONEY BANK",4,"2/10/2011 17:19",1.45,14555,"United Kingdom"
"573300","47563A","RETRO LONGBOARD IRONING BOARD COVER",3,"10/28/2011 16:10",1.25,16049,"United Kingdom"
"571850","23399","HOME SWEET HOME HANGING HEART",5,"10/19/2011 12:54",0.85,14698,"United Kingdom"
"574852","23170","REGENCY TEA PLATE ROSES ",3,"11/7/2011 12:04",1.65,15493,"United Kingdom"
"557484","47559B","TEA TIME OVEN GLOVE",4,"6/20/2011 14:36",1.25,14796,"United Kingdom"
"551531","22697","GREEN REGENCY TEACUP AND SAUCER",2,"5/1/2011 13:45",2.95,15376,"United Kingdom"
"544692","22561","WOODEN SCHOOL COLOURING SET",12,"2/23/2011 9:14",1.65,17499,"United Kingdom"
"559552","23308","SET OF 60 VINTAGE LEAF CAKE CASES ",1,"7/10/2011 16:29",0.55,16014,"United Kingdom"
"557793","23298","SPOTTY BUNTING",3,"6/22/2011 17:30",4.95,14998,"United Kingdom"
"566190","23240","SET OF 4 KNICK KNACK TINS DOILY ",2,"9/9/2011 13:20",4.15,12748,"United Kingdom"
"574951","22111","SCOTTIE DOG HOT WATER BOTTLE",6,"11/8/2011 9:44",4.95,15763,"United Kingdom"
"539586","70006","LOVE HEART POCKET WARMER",270,"12/20/2010 13:08",0.42,14298,"United Kingdom"
"551346","22662","LUNCH BAG DOLLY GIRL DESIGN",10,"4/28/2011 9:12",1.65,12362,"Belgium"
"574015","23025","DRAWER KNOB VINTAGE GLASS BALL",6,"11/2/2011 12:03",2.08,15576,"United Kingdom"
"574521","22966","GINGERBREAD MAN COOKIE CUTTER",12,"11/4/2011 13:44",1.25,15358,"United Kingdom"
"551688","22993","SET OF 4 PANTRY JELLY MOULDS",24,"5/3/2011 13:31",1.25,14107,"United Kingdom"
"552769","22662","LUNCH BAG DOLLY GIRL DESIGN",1,"5/11/2011 11:47",1.65,16241,"United Kingdom"
"561519","22539","MINI JIGSAW DOLLY GIRL",1,"7/27/2011 17:01",0.42,17870,"United Kingdom"
"578901","23429","RED RETRO KITCHEN WALL CLOCK",1,"11/27/2011 11:47",8.15,17812,"United Kingdom"
"550071","71459","HANGING JAM JAR T-LIGHT HOLDER",24,"4/14/2011 12:12",0.85,16735,"United Kingdom"
"552560","85099B","JUMBO BAG RED RETROSPOT",20,"5/10/2011 11:48",2.08,17581,"United Kingdom"
"558877","23034","DRAWER KNOB CERAMIC BLACK",2,"7/4/2011 13:50",1.45,17841,"United Kingdom"
"572103","22744","MAKE YOUR OWN MONSOON CARD KIT",1,"10/20/2011 15:57",2.95,17571,"United Kingdom"
"580613","23241","TREASURE TIN GYMKHANA DESIGN",6,"12/5/2011 12:03",2.08,14759,"United Kingdom"
"539050","22759","SET OF 3 NOTEBOOKS IN PARCEL",2,"12/15/2010 16:21",1.65,12577,"France"
"547886","21110","LARGE CAKE TOWEL PINK SPOTS",2,"3/28/2011 9:21",6.75,13652,"United Kingdom"
"562768","22028","PENNY FARTHING BIRTHDAY CARD",12,"8/9/2011 10:49",0.42,14127,"United Kingdom"
"558111","22171","3 HOOK PHOTO SHELF ANTIQUE WHITE",1,"6/26/2011 16:06",8.5,17114,"United Kingdom"
"560271","22614","PACK OF 12 SPACEBOY TISSUES",2,"7/17/2011 14:51",0.29,16474,"United Kingdom"
"550838","22372","AIRLINE BAG VINTAGE WORLD CHAMPION ",2,"4/21/2011 11:31",4.25,14577,"United Kingdom"
"577855","22571","ROCKING HORSE RED CHRISTMAS ",4,"11/22/2011 11:18",0.85,15877,"United Kingdom"
"538378","22111","SCOTTIE DOG HOT WATER BOTTLE",3,"12/12/2010 11:26",4.95,14577,"United Kingdom"
"554030","22698","PINK REGENCY TEACUP AND SAUCER",6,"5/20/2011 13:56",2.95,16497,"United Kingdom"
"581352","23576","SNACK TRAY RED VINTAGE DOILY",1,"12/8/2011 12:26",1.95,14698,"United Kingdom"
"577167","23345"," DOLLY GIRL BEAKER",3,"11/18/2011 10:41",1.25,16511,"United Kingdom"
"567184","23198","PANTRY MAGNETIC  SHOPPING LIST",2,"9/18/2011 15:41",1.45,16033,"United Kingdom"
"545056","21976","PACK OF 60 MUSHROOM CAKE CASES",24,"2/27/2011 12:48",0.55,16745,"United Kingdom"
"572025","22896","PEG BAG APPLES DESIGN",6,"10/20/2011 11:30",2.55,17651,"United Kingdom"
"574714","21817","GLITTER CHRISTMAS TREE",1,"11/6/2011 14:29",0.39,15427,"United Kingdom"
"576274","20765","CHRYSANTHEMUM SKETCHBOOK ",1,"11/14/2011 14:24",3.75,17793,"United Kingdom"
"577487","22530","MAGIC DRAWING SLATE DOLLY GIRL ",36,"11/20/2011 12:00",0.36,15061,"United Kingdom"
"565366","23200","JUMBO BAG PEARS",10,"9/2/2011 14:56",2.08,17091,"United Kingdom"
"540520","22834","HAND WARMER BABUSHKA DESIGN",2,"1/9/2011 12:31",2.1,17555,"United Kingdom"
"560368","22348","TEA BAG PLATE RED RETROSPOT",1,"7/18/2011 12:25",0.85,17841,"United Kingdom"
"580675","22952","60 CAKE CASES VINTAGE CHRISTMAS",24,"12/5/2011 14:35",0.55,15640,"United Kingdom"
"553931","22852","DOG BOWL VINTAGE CREAM",4,"5/20/2011 10:27",4.25,14911,"EIRE"
"567205","22141","CHRISTMAS CRAFT TREE TOP ANGEL",6,"9/19/2011 10:44",2.1,15365,"United Kingdom"
"544463","20705","MRS ROBOT SOFT TOY",1,"2/20/2011 14:31",6.95,12988,"United Kingdom"
"553194","22561","WOODEN SCHOOL COLOURING SET",6,"5/15/2011 13:37",1.65,16283,"United Kingdom"
"563565","22497","SET OF 2 TINS VINTAGE BATHROOM ",2,"8/17/2011 14:22",4.25,17338,"United Kingdom"
"566298","23414","ZINC BOX SIGN HOME",2,"9/11/2011 15:52",9.95,14030,"United Kingdom"
"545705","22626","BLACK KITCHEN SCALES",2,"3/7/2011 9:00",8.5,15554,"United Kingdom"
"569136","22179","SET 10 NIGHT OWL LIGHTS",1,"9/30/2011 14:41",6.75,15834,"United Kingdom"
"567890","23368","SET 12 COLOUR PENCILS DOLLY GIRL ",16,"9/22/2011 15:40",0.65,14125,"United Kingdom"
"560094","22961","JAM MAKING SET PRINTED",4,"7/14/2011 17:13",1.45,18109,"United Kingdom"
"574631","22189","CREAM HEART CARD HOLDER",36,"11/6/2011 11:22",3.39,12882,"United Kingdom"
"553859","20941","FROG CANDLE",1,"5/19/2011 13:35",1.25,14505,"United Kingdom"
"542276","22722","SET OF 6 SPICE TINS PANTRY DESIGN",12,"1/27/2011 10:19",3.95,12764,"Lebanon"
"548712","21035","SET/2 RED RETROSPOT TEA TOWELS ",2,"4/3/2011 14:42",3.25,17050,"United Kingdom"
"558045","23245","SET OF 3 REGENCY CAKE TINS",4,"6/24/2011 13:35",4.95,12615,"France"
"546159","21154","RED RETROSPOT OVEN GLOVE ",10,"3/10/2011 9:41",1.25,16471,"United Kingdom"
"566622","22744","MAKE YOUR OWN MONSOON CARD KIT",6,"9/14/2011 9:27",2.95,13860,"United Kingdom"
"573093","23508","MINI PLAYING CARDS DOLLY GIRL ",1,"10/27/2011 14:38",0.42,18283,"United Kingdom"
"547909","20914","SET/5 RED RETROSPOT LID GLASS BOWLS",2,"3/28/2011 12:22",2.95,15033,"United Kingdom"
"572872","22309","TEA COSY RED  STRIPE",1,"10/26/2011 13:27",2.55,15320,"United Kingdom"
"565430","22174","PHOTO CUBE",12,"9/4/2011 13:07",1.65,14335,"Germany"
"578013","22483","RED GINGHAM TEDDY BEAR ",1,"11/22/2011 12:55",2.95,17360,"United Kingdom"
"542006","84978","HANGING HEART JAR T-LIGHT HOLDER",6,"1/25/2011 11:20",1.25,15218,"United Kingdom"
"578258","23481","PEARLISED IVORY HEART SMALL ",5,"11/23/2011 13:01",1.25,13263,"United Kingdom"
"540473","84989A","75 GREEN FAIRY CAKE CASES",3,"1/7/2011 14:31",0.55,17284,"United Kingdom"
"571408","23378","PACK OF 12 50'S CHRISTMAS TISSUES",1,"10/17/2011 12:22",0.39,15012,"United Kingdom"
"580694","22065","CHRISTMAS PUDDING TRINKET POT ",48,"12/5/2011 16:00",0.39,16600,"United Kingdom"
"569872","23283","DOORMAT VINTAGE LEAF",4,"10/6/2011 15:05",8.25,13089,"United Kingdom"
"569699","21843","RED RETROSPOT CAKE STAND",1,"10/5/2011 15:52",10.95,12723,"France"
"580736","21707","FOLDING UMBRELLA BLACKBLUE POLKADOT",4,"12/6/2011 8:55",4.95,12716,"France"
"581182","POST","POSTAGE",4,"12/7/2011 15:56",28,12783,"Portugal"
"581002","23525","WALL ART BUFFALO BILL ",6,"12/7/2011 8:21",3.75,14708,"United Kingdom"
"551958","22682","FRENCH BLUE METAL DOOR SIGN 7",10,"5/5/2011 12:37",1.25,13883,"United Kingdom"
"571189","22161","HEART DECORATION RUSTIC HANGING ",24,"10/14/2011 11:42",0.19,13213,"United Kingdom"
"555400","22423","REGENCY CAKESTAND 3 TIER",39,"6/2/2011 17:50",10.95,14088,"United Kingdom"
"554151","22028","PENNY FARTHING BIRTHDAY CARD",12,"5/23/2011 11:07",0.42,14049,"United Kingdom"
"541522","22191","IVORY DINER WALL CLOCK",2,"1/19/2011 9:54",8.5,17419,"United Kingdom"
"554275","85099F","JUMBO BAG STRAWBERRY",2,"5/23/2011 13:17",2.08,14903,"United Kingdom"
"558710","22955","36 FOIL STAR CAKE CASES ",1,"7/1/2011 13:04",2.1,15483,"United Kingdom"
"551436","22673","FRENCH GARDEN SIGN BLUE METAL",1,"4/28/2011 15:13",1.25,16904,"United Kingdom"
"560271","22457","NATURAL SLATE HEART CHALKBOARD ",6,"7/17/2011 14:51",2.95,16474,"United Kingdom"
"577101","22568","FELTCRAFT CUSHION OWL",8,"11/17/2011 16:51",3.75,13138,"United Kingdom"
"569736","22651","GENTLEMAN SHIRT REPAIR KIT ",12,"10/6/2011 10:44",0.85,14317,"United Kingdom"
"544670","84218","BOX/12 CHICK & EGG IN BASKET",1,"2/22/2011 15:22",1.95,16161,"United Kingdom"
"562109","47566B","TEA TIME PARTY BUNTING",50,"8/2/2011 15:42",4.15,13798,"United Kingdom"
"558370","84865","NEW BAROQUE BLACK PHOTO ALBUM",10,"6/28/2011 15:44",2.95,17750,"United Kingdom"
"576779","21145","ANTIQUE GLASS PLACE SETTING",10,"11/16/2011 13:25",1.25,14554,"United Kingdom"
"568472","20726","LUNCH BAG WOODLAND",10,"9/27/2011 11:50",1.65,12517,"Germany"
"565726","22969","HOMEMADE JAM SCENTED CANDLES",12,"9/6/2011 11:58",1.45,14360,"United Kingdom"
"541530","22629","SPACEBOY LUNCH BOX ",12,"1/19/2011 10:56",1.95,14769,"United Kingdom"
"563555","22385","JUMBO BAG SPACEBOY DESIGN",2,"8/17/2011 13:21",2.08,16755,"United Kingdom"
"564526","23208","LUNCH BAG VINTAGE LEAF DESIGN",10,"8/25/2011 14:50",1.65,15805,"United Kingdom"
"581473","21944","KITTENS DESIGN FLANNEL",3,"12/8/2011 19:57",0.39,12748,"United Kingdom"
"543602","22085","PAPER CHAIN KIT SKULLS ",1,"2/10/2011 13:34",2.95,15570,"United Kingdom"
"544191","21080","SET/20 RED RETROSPOT PAPER NAPKINS ",12,"2/16/2011 16:57",0.85,13089,"United Kingdom"
"556102","21094","SET/6 RED SPOTTY PAPER PLATES",12,"6/8/2011 16:15",0.85,13115,"United Kingdom"
"544476","22223","CAKE PLATE LOVEBIRD PINK",1,"2/21/2011 9:58",4.95,14796,"United Kingdom"
"568066","23313","VINTAGE CHRISTMAS BUNTING",1,"9/23/2011 13:48",4.95,14529,"United Kingdom"
"576274","22568","FELTCRAFT CUSHION OWL",2,"11/14/2011 14:24",3.75,17793,"United Kingdom"
"566275","23241","TREASURE TIN GYMKHANA DESIGN",5,"9/11/2011 13:58",2.08,16549,"United Kingdom"
"575725","22382","LUNCH BAG SPACEBOY DESIGN ",20,"11/10/2011 18:46",1.65,13098,"United Kingdom"
"546851","21577","SAVE THE PLANET COTTON TOTE BAG",6,"3/17/2011 13:23",2.25,12480,"Germany"
"555499","22697","GREEN REGENCY TEACUP AND SAUCER",2,"6/3/2011 15:31",2.95,15812,"United Kingdom"
"547580","22722","SET OF 6 SPICE TINS PANTRY DESIGN",4,"3/24/2011 10:48",3.95,13488,"United Kingdom"
"571041","21627","ELEPHANT CARNIVAL POUFFE",1,"10/13/2011 13:00",14.95,14527,"United Kingdom"
"556671","22254","FELT TOADSTOOL LARGE",4,"6/13/2011 16:33",1.25,17841,"United Kingdom"
"555855","15056N","EDWARDIAN PARASOL NATURAL",4,"6/7/2011 13:56",5.95,15311,"United Kingdom"
"537672","21217","RED RETROSPOT ROUND CAKE TINS",2,"12/8/2010 9:30",9.95,13050,"United Kingdom"
"572720","21034","REX CASH+CARRY JUMBO SHOPPER",1,"10/25/2011 15:04",0.95,13978,"United Kingdom"
"577505","22804","PINK HANGING HEART T-LIGHT HOLDER",2,"11/20/2011 12:37",2.95,13118,"United Kingdom"
"557322","16156L","WRAP CAROUSEL",25,"6/20/2011 9:04",0.42,17444,"Canada"
"560878","85227","SET OF 6 3D KIT CARDS FOR KIDS",4,"7/21/2011 15:16",0.85,14410,"United Kingdom"
"547517","20719","WOODLAND CHARLOTTE BAG",10,"3/23/2011 14:33",0.85,12395,"Belgium"
"540019","22180","RETROSPOT LAMP",2,"1/4/2011 12:18",9.95,12957,"United Kingdom"
"540357","22334","DINOSAUR PARTY BAG + STICKER SET",8,"1/6/2011 15:14",1.65,13093,"United Kingdom"
"546679","23002","TRAVEL CARD WALLET SKULLS",6,"3/15/2011 16:47",0.42,13121,"United Kingdom"
"561485","22419","LIPSTICK PEN RED",1,"7/27/2011 13:42",0.42,17841,"United Kingdom"
"547106","48188","DOORMAT WELCOME PUPPIES",1,"3/21/2011 11:24",7.95,15039,"United Kingdom"
"548707","85066","CREAM SWEETHEART MINI CHEST",2,"4/3/2011 12:08",12.75,13781,"United Kingdom"
"574481","23394","POSTE FRANCE CUSHION COVER",2,"11/4/2011 12:45",3.75,18022,"United Kingdom"
"548406","22467","GUMBALL COAT RACK",36,"3/31/2011 9:57",2.1,15061,"United Kingdom"
"539469","22710","WRAP I LOVE LONDON ",25,"12/19/2010 13:59",0.42,17841,"United Kingdom"
"580760","20723","STRAWBERRY CHARLOTTE BAG",10,"12/6/2011 10:30",0.85,12877,"United Kingdom"
"547372","85066","CREAM SWEETHEART MINI CHEST",1,"3/22/2011 13:46",12.75,16374,"United Kingdom"
"580903","20782","CAMOUFLAGE EAR MUFF HEADPHONES",1,"12/6/2011 12:56",1.95,14606,"United Kingdom"
"566912","23132","SMALL IVORY HEART WALL ORGANISER",3,"9/15/2011 14:05",5.75,14367,"United Kingdom"
"581006","23343","JUMBO BAG VINTAGE CHRISTMAS ",10,"12/7/2011 8:45",2.08,14911,"EIRE"
"552472","22138","BAKING SET 9 PIECE RETROSPOT ",3,"5/9/2011 15:48",4.95,16503,"United Kingdom"
"560642","20829","GLITTER HANGING BUTTERFLY STRING",21,"7/20/2011 11:07",2.1,17866,"United Kingdom"
"556193","21062","PARTY INVITES SPACEMAN",12,"6/9/2011 12:04",0.85,14132,"United Kingdom"
"548659","23003","TRAVEL CARD WALLET VINTAGE ROSE ",24,"4/1/2011 14:19",0.42,13418,"United Kingdom"
"567485","23301","GARDENERS KNEELING PAD KEEP CALM ",5,"9/20/2011 13:52",1.65,15026,"United Kingdom"
"579168","22419","LIPSTICK PEN RED",20,"11/28/2011 14:12",0.42,17806,"United Kingdom"
"568708","23391"," I LOVE LONDON MINI BACKPACK",4,"9/28/2011 15:41",4.15,12393,"Australia"
"568314","22413","METAL SIGN TAKE IT OR LEAVE IT ",4,"9/26/2011 12:58",2.95,14387,"United Kingdom"
"572297","23455","SMALL PARLOUR PICTURE FRAME",4,"10/23/2011 14:30",2.89,15953,"United Kingdom"
"537626","84969","BOX OF 6 ASSORTED COLOUR TEASPOONS",6,"12/7/2010 14:57",4.25,12347,"Iceland"
"540515","22117","METAL SIGN HER DINNER IS SERVED ",2,"1/9/2011 11:54",2.95,15059,"United Kingdom"
"565285","22197","SMALL POPCORN HOLDER",100,"9/2/2011 11:34",0.72,16013,"United Kingdom"
"540351","21055","TOOL BOX SOFT TOY ",1,"1/6/2011 14:26",8.95,12735,"France"
"562158","21523","DOORMAT FANCY FONT HOME SWEET HOME",1,"8/3/2011 11:45",7.95,15039,"United Kingdom"
"570646","21733","RED HANGING HEART T-LIGHT HOLDER",6,"10/11/2011 12:49",2.95,12824,"United Kingdom"
"578927","23479","WIRE EGG BASKET ",3,"11/27/2011 12:26",7.85,15747,"United Kingdom"
"559023","22492","MINI PAINT SET VINTAGE ",216,"7/5/2011 13:19",0.65,18142,"United Kingdom"
"573094","23187","FRENCH STYLE STORAGE JAR BONBONS",1,"10/27/2011 14:39",0.29,15707,"United Kingdom"
"542791","21755","LOVE BUILDING BLOCK WORD",2,"2/1/2011 10:47",5.95,15039,"United Kingdom"
"547892","22892","SET OF SALT AND PEPPER TOADSTOOLS",12,"3/28/2011 10:15",1.25,12669,"France"
"545914","84978","HANGING HEART JAR T-LIGHT HOLDER",36,"3/8/2011 11:39",1.06,13340,"United Kingdom"
"574532","22621","TRADITIONAL KNITTING NANCY",12,"11/4/2011 14:19",1.65,15676,"United Kingdom"
"563953","23205","CHARLOTTE BAG VINTAGE ALPHABET ",10,"8/22/2011 10:47",0.85,16201,"United Kingdom"
"580523","22151","PLACE SETTING WHITE HEART",3,"12/4/2011 15:00",0.42,17827,"United Kingdom"
"546530","21977","PACK OF 60 PINK PAISLEY CAKE CASES",480,"3/14/2011 13:25",0.55,17404,"Sweden"
"547243","23182","TOILET SIGN OCCUPIED OR VACANT",2,"3/21/2011 16:59",0.83,17231,"United Kingdom"
"544161","21755","LOVE BUILDING BLOCK WORD",3,"2/16/2011 12:59",5.95,16875,"United Kingdom"
"574721","72817","SET OF 2 CHRISTMAS DECOUPAGE CANDLE",1,"11/6/2011 14:43",0.79,17920,"United Kingdom"
"553691","47580","TEA TIME DES TEA COSY",2,"5/18/2011 14:08",2.55,15311,"United Kingdom"
"571441","20723","STRAWBERRY CHARLOTTE BAG",1,"10/17/2011 13:31",1.63,14096,"United Kingdom"
"541268","22969","HOMEMADE JAM SCENTED CANDLES",12,"1/17/2011 10:52",1.45,12872,"United Kingdom"
"574677","23353","6 GIFT TAGS VINTAGE CHRISTMAS ",2,"11/6/2011 12:32",0.83,16445,"United Kingdom"
"548896","22698","PINK REGENCY TEACUP AND SAUCER",6,"4/4/2011 16:21",2.95,13767,"United Kingdom"
"544293","22383","LUNCH BAG SUKI  DESIGN ",2,"2/17/2011 12:42",1.65,17954,"United Kingdom"
"563023","22698","PINK REGENCY TEACUP AND SAUCER",6,"8/11/2011 13:39",2.95,14639,"United Kingdom"
"560694","20725","LUNCH BAG RED RETROSPOT",10,"7/20/2011 12:05",1.65,12757,"Portugal"
"577536","22600","CHRISTMAS RETROSPOT STAR WOOD",2,"11/20/2011 14:14",0.85,15850,"United Kingdom"
"562854","23271","CHRISTMAS TABLE SILVER CANDLE SPIKE",16,"8/10/2011 10:15",0.83,16133,"United Kingdom"
"554975","22605","WOODEN CROQUET GARDEN SET",1,"5/29/2011 10:40",14.95,17819,"United Kingdom"
"554700","22139","RETROSPOT TEA SET CERAMIC 11 PC ",3,"5/26/2011 9:18",4.95,12613,"Germany"
"574149","84581","DOG TOY WITH PINK CROCHET SKIRT",4,"11/3/2011 11:29",3.75,13709,"United Kingdom"
"563230","23163","REGENCY SUGAR TONGS",4,"8/14/2011 15:39",2.49,15376,"United Kingdom"
"561073","22665","RECIPE BOX BLUE SKETCHBOOK DESIGN",12,"7/24/2011 15:46",2.95,13408,"United Kingdom"
"561926","22776","SWEETHEART CAKESTAND 3 TIER",3,"8/1/2011 12:48",9.95,12749,"United Kingdom"
"574479","22993","SET OF 4 PANTRY JELLY MOULDS",1,"11/4/2011 12:39",1.25,18035,"United Kingdom"
"572096","22115","METAL SIGN EMPIRE TEA",3,"10/20/2011 15:20",0.79,16813,"United Kingdom"
"559202","84596L","BISCUITS SMALL BOWL LIGHT BLUE",16,"7/7/2011 10:40",0.42,13583,"United Kingdom"
"573904","23571","TRADITIONAL NAUGHTS & CROSSES",2,"11/1/2011 14:54",1.65,14505,"United Kingdom"
"569326","22629","SPACEBOY LUNCH BOX ",12,"10/3/2011 12:47",1.95,14360,"United Kingdom"
"573332","84971S","SMALL HEART FLOWERS HOOK ",4,"10/30/2011 11:28",0.85,15059,"United Kingdom"
"575337","23439","HAND WARMER RED LOVE HEART",2,"11/9/2011 14:11",2.1,17867,"United Kingdom"
"547911","20685","DOORMAT RED RETROSPOT",2,"3/28/2011 12:25",7.95,14127,"United Kingdom"
"543191","22549","PICTURE DOMINOES",3,"2/4/2011 11:54",1.45,13137,"United Kingdom"
"561314","84978","HANGING HEART JAR T-LIGHT HOLDER",12,"7/26/2011 12:36",1.25,16266,"United Kingdom"
"567280","22352","LUNCH BOX WITH CUTLERY RETROSPOT ",120,"9/19/2011 11:46",2.1,14646,"Netherlands"
"537775","21830","ASSORTED CREEPY CRAWLIES",24,"12/8/2010 12:41",0.42,17722,"United Kingdom"
"538706","22839","3 TIER CAKE TIN GREEN AND CREAM",1,"12/14/2010 10:34",14.95,14667,"United Kingdom"
"559552","22367","CHILDRENS APRON SPACEBOY DESIGN",1,"7/10/2011 16:29",1.95,16014,"United Kingdom"
"560885","22553","PLASTERS IN TIN SKULLS",24,"7/21/2011 16:20",1.65,16188,"United Kingdom"
"581352","22481","BLACK TEA TOWEL CLASSIC DESIGN",2,"12/8/2011 12:26",0.39,14698,"United Kingdom"
"551727","22171","3 HOOK PHOTO SHELF ANTIQUE WHITE",2,"5/4/2011 8:40",8.5,14245,"United Kingdom"
"544479","22292","HANGING CHICK  YELLOW DECORATION",288,"2/21/2011 10:28",1.25,14646,"Netherlands"
"580136","22807","SET OF 6 T-LIGHTS TOADSTOOLS",1,"12/1/2011 19:42",2.95,17841,"United Kingdom"
"544914","20728","LUNCH BAG CARS BLUE",10,"2/24/2011 15:39",1.65,16722,"United Kingdom"
"548733","48184","DOORMAT ENGLISH ROSE ",2,"4/4/2011 10:29",7.95,17648,"United Kingdom"
"569894","23307","SET OF 60 PANTRY DESIGN CAKE CASES ",1,"10/6/2011 15:53",0.55,15707,"United Kingdom"
"576083","23231","WRAP  VINTAGE DOILY ",25,"11/14/2011 8:22",0.42,17404,"Sweden"
"578687","23493","VINTAGE DOILY TRAVEL SEWING KIT",10,"11/25/2011 9:23",1.95,14703,"United Kingdom"
"545838","51014C","FEATHER PEN,COAL BLACK",1,"3/7/2011 13:33",0.85,14606,"United Kingdom"
"562853","16161P","WRAP ENGLISH ROSE ",25,"8/10/2011 10:15",0.42,13919,"Denmark"
"544313","23005","TRAVEL CARD WALLET I LOVE LONDON",24,"2/17/2011 14:36",0.42,14099,"United Kingdom"
"543251","22585","PACK OF 6 BIRDY GIFT TAGS",12,"2/4/2011 14:51",1.25,14194,"United Kingdom"
"553507","21124","SET/10 BLUE POLKADOT PARTY CANDLES",2,"5/17/2011 13:35",1.25,17220,"United Kingdom"
"562603","22993","SET OF 4 PANTRY JELLY MOULDS",6,"8/8/2011 10:40",1.25,17870,"United Kingdom"
"561398","23550","WRAP ALPHABET POSTER  ",25,"7/27/2011 10:52",0.42,16767,"United Kingdom"
"545301","22433","WATERING CAN GREEN DINOSAUR",8,"3/1/2011 12:26",1.95,12679,"France"
"540642","22977","DOLLY GIRL CHILDRENS EGG CUP",24,"1/10/2011 13:22",1.25,12681,"France"
"574354","23352","ROLL WRAP 50'S RED CHRISTMAS ",2,"11/4/2011 10:47",1.25,17203,"United Kingdom"
"545181","22355","CHARLOTTE BAG SUKI DESIGN",10,"2/28/2011 14:45",0.85,12509,"France"
"552055","22981","PANTRY APPLE CORER",12,"5/6/2011 10:32",1.45,16353,"United Kingdom"
"578921","21621","VINTAGE UNION JACK BUNTING",1,"11/27/2011 11:57",8.5,13596,"United Kingdom"
"562377","23167","SMALL CERAMIC TOP STORAGE JAR ",8,"8/4/2011 15:04",0.83,14535,"United Kingdom"
